Ranking,Team,Country,Points Scored,1 year change,previous point scored,symbol change,,,,
1420,Wadi Degla FC,Egypt,1302,252,1283,+,,,,
2371,WaiBOP United,New Zealand,1232,36,1232,-,,,,
859,Waitakere United,New Zealand,1366,11,1366,-,,,,
2537,Wanderers SC,New Zealand,1217,25,1217,-,,,,
2768,Warrenpoint Town,Northern Ireland,1116,10,1150,-,,,,
1060,Warri Wolves FC,Nigeria,1340,76,1349,-,,,,
2163,Warrior,Estonia,1247,42,1247,-,,,,
2262,Wassaman United,Ghana,1241,38,1241,-,,,,
991,Waterford FC,Ireland,1348,332,1312,+,,,,
1457,Waterford United FC,Ireland,1299,26,1299,-,,,,
900,Waterhouse FC,Jamaica,1360,345,1320,+,,,,
592,Watford,England,1413,434,1565,-,,,,
1453,Wellington Phoenix,Australia,1299,25,1301,-,,,,
2536,Wellington Phoenix Reserves,New Zealand,1217,25,1217,-,,,,
2532,Welshpool Town,Wales,1218,24,1218,-,,,,
303,Werder Bremen,Germany,1496,0,1496,-,,,,
348,West Brom,England,1478,1,1478,-,,,,
55,West Ham United,England,1686,21,1735,-,,,,
1577,Westerlo,Belgium,1289,24,1289,-,,,,
1349,Western Sydney,Australia,1308,140,1324,-,,,,
1570,Western United FC,Solomon Islands,1290,429,1256,+,,,,
2284,Wexford Youths,Ireland,1240,39,1240,-,,,,
2514,WhaWha,Zimbabwe,1219,121,1233,-,,,,
1437,Widzew ÅÃ³dz,Poland,1301,2,1301,-,,,,
1887,Wiener Neustadt,Austria,1264,2,1264,-,,,,
259,Wigan Athletic,England,1515,4,1515,-,,,,
1028,Wikki Tourist,Nigeria,1343,152,1326,+,,,,
1819,Wiliete SC,Angola,1269,142,1259,+,,,,
802,Willem II,Netherlands,1374,195,1410,-,,,,
1660,Williamsville Athletic Club,Ivory Coast,1283,13,1283,-,,,,
1382,WisÅ‚a KrakÃ³w,Poland,1305,336,1341,-,,,,
1107,WisÅ‚a PÅ‚ock,Poland,1335,34,1331,+,,,,
2715,WIT Georgia Tbilisi,Georgia,1180,4,1180,-,,,,
515,Wolfsberger AC,Austria,1431,9,1428,+,,,,
96,Wolfsburg,Germany,1626,68,1750,-,,,,
119,Wolverhampton Wanderers,England,1605,2,1599,+,,,,
1090,WSG Tirol,Austria,1338,187,1317,+,,,,
1923,Wuachon United,Thailand,1262,6,1262,-,,,,
1194,Wuhan Three Towns F.C.,China PR,1326,247,1300,+,,,,
1368,Wuhan Yangtze River,China PR,1306,243,1288,+,,,,
1300,WWS Rangers,Zimbabwe,1314,6,1314,-,,,,
81,Wydad Casablanca,Morocco,1649,111,1544,+,,,,
1800,Wydad FÃ¨s,Morocco,1271,10,1271,-,,,,
905,Xanthi FC,Greece,1359,13,1359,-,,,,
1207,XelajÃº,Guatemala,1324,254,1351,-,,,,
2288,Xinabajul,Guatemala,1239,43,1239,-,,,,
2485,Xorazm,Uzbekistan,1222,31,1222,-,,,,
2169,Yadah FC,Zimbabwe,1247,63,1250,-,,,,
2527,Yafoot FC Yaounde 2,Cameroon,1218,179,1237,-,,,,
2017,Yanbian,China PR,1255,1,1255,-,,,,
2529,Yaracuyanos FC,Venezuela,1218,118,1232,-,,,,
2099,Yeni Malatyaspor,Turkey,1250,1316,1374,-,,,,
1251,Yenisey Krasnoyarsk,Russia,1319,1,1319,-,,,,
2003,Yobe Desert Stars,Nigeria,1256,2,1256,-,,,,
166,Yokohama F. Marinos,Japan,1567,93,1515,+,,,,
1968,Yokohama FC,Japan,1259,86,1253,+,,,,
2349,Yopougon FC,Ivory Coast,1234,39,1234,-,,,,
2079,Young Africans,Tanzania,1252,0,1252,-,,,,
95,Young Boys,Switzerland,1628,39,1691,-,,,,
2136,Young Green Eagles,Zambia,1249,45,1248,+,,,,
2729,Young Heart Manawatu,New Zealand,1174,6,1174,-,,,,
911,Young Sport Academy Bamenda,Cameroon,1358,108,1371,-,,,,
1524,Youssoufia Berrechid,Morocco,1293,199,1312,-,,,,
1906,Zacapa,Guatemala,1263,4,1263,-,,,,
1037,ZagÅ‚Ä™bie Lubin,Poland,1342,302,1384,-,,,,
2072,ZagÅ‚Ä™bie Sosnowiec,Poland,1252,1,1252,-,,,,
1245,Zalaegerszegi TE,Hungary,1320,56,1326,-,,,,
257,Zalgiris Vilnius,Lithuania,1516,19,1505,+,,,,
1915,Zamfara United FC,Nigeria,1263,6,1263,-,,,,
893,Zamora FC,Venezuela,1361,94,1348,+,,,,
871,Zanaco,Zambia,1364,155,1386,-,,,,
2655,ZapreÅ¡iÄ‡,Croatia,1197,10,1197,-,,,,
1029,Zaria BÄƒlÈ›i,Moldova,1343,23,1341,+,,,,
1392,Zarzis,Tunisia,1303,164,1322,-,,,,
1123,ZavrÄ,Slovenia,1333,6,1333,-,,,,
1419,Zawisza Bydgoszcz,Poland,1302,0,1302,-,,,,
666,Å½eljezniÄar,Bosnia and Herzegovina,1398,91,1418,-,,,,
1680,Zemplin Michalovce,Slovakia,1281,72,1289,-,,,,
57,Zenit St. Petersburg,Russia,1685,5,1678,+,,,,
605,ZESCO United,Zambia,1409,19,1406,+,,,,
2148,Zestafoni,Georgia,1248,41,1248,-,,,,
1439,Zeta,Montenegro,1301,237,1324,-,,,,
1592,Zhejiang Professional,China PR,1288,72,1296,-,,,,
1141,Zhetysu Taldykorgan,Kazakhstan,1331,190,1351,-,,,,
640,Å½ilina,Slovakia,1402,295,1480,-,,,,
2078,Zimbabwe Saints,Zimbabwe,1252,0,1252,-,,,,
1258,Zimbru,Moldova,1318,89,1328,-,,,,
1099,ZirÉ™,Azerbaijan,1336,15,1336,-,,,,
1856,Zlate Moravce,Slovakia,1267,234,1288,-,,,,
1133,Znojmo,Czech Republic,1331,2,1331,-,,,,
1022,Zob Ahan Isfahan FC,Iran,1343,167,1365,-,,,,
147,Zorya Luhansk,Ukraine,1579,9,1566,+,,,,
1585,ZPC Kariba,Zimbabwe,1289,165,1302,-,,,,
298,Zrinjski Mostar,Bosnia and Herzegovina,1497,141,1449,+,,,,
1312,Zulia,Venezuela,1313,34,1317,-,,,,
1241,Zulte Waregem,Belgium,1320,479,1377,-,,,,
2386,Zumunta,Niger,1231,34,1231,-,,,,
313,ZÃ¼rich,Switzerland,1490,386,1390,+,,,,
